user_name,score,review_text,review_date,app_version,thumbs_up,churned,app,clean_review,tokens,sentiment,churn_reason
Vy Trần,5,Toàn lỗi đăng nhập,2025-07-09 05:29:39,1.58.1.2,0,0,Lien Quan Mobile,toàn lỗi đăng nhập,toàn lỗi đăng_nhập,Positive,bug
Na,1,"lag,đồ họa k đẹp,nhiều lỗi như bản thử nghiệm như vậy để bọn tôi chơi à",2025-07-09 05:29:39,1.59.1.5,0,1,Lien Quan Mobile,lagđồ họa k đẹpnhiều lỗi như bản thử nghiệm như vậy để bọn tôi chơi à,lagđồ họa k đẹpnhiều lỗi như bản thử_nghiệm như_vậy để bọn tôi chơi à,Negative,"bug, lag, performance"
Hoà Nguyễn,4,Garena ơi sao mình đăng nhập ko đc vậy,2025-07-09 05:29:28,1.59.1.5,9,0,Lien Quan Mobile,garena ơi sao mình đăng nhập ko đc vậy,garena ơi sao mình đăng_nhập ko đc vậy,Positive,none
Hiên Nguyễn thị mai,5,ủa thấy hay mà ta,2025-07-09 05:29:26,1.58.1.2,0,0,Lien Quan Mobile,ủa thấy hay mà ta,ủa thấy hay mà ta,Positive,none
Cúc Nguyễn Thị,4,hay nhưng mà tại vì ko có nak thứ nguyên vệ thần nên trừ 1 sao :))))),2025-07-09 05:29:23,1.59.1.5,0,0,Lien Quan Mobile,hay nhưng mà tại vì ko có nak thứ nguyên vệ thần nên trừ sao,hay nhưng_mà tại vì ko có nak thứ nguyên_vệ thần nên trừ sao,Positive,none
táy hà văn,5,hay quá,2025-07-09 05:29:09,1.58.1.2,0,0,Lien Quan Mobile,hay quá,hay quá,Positive,none
Mobile T,4,lúc nào cũg đăng nhập chs lp6 trở xuống dùng đthoaij bm k bt mật khẩu của bố mẹ nên k chs mong garena đọc đc,2025-07-09 05:29:09,1.58.1.2,0,0,Lien Quan Mobile,lúc nào cũg đăng nhập chs lp trở xuống dùng đthoaij bm k bt mật khẩu của bố mẹ nên k chs mong garena đọc đc,lúc_nào cũg đăng_nhập chs lp trở xuống dùng đthoaij bm k bt mật_khẩu của bố_mẹ nên k chs mong garena đọc đc,Positive,none
Sỹ Ng Văn,1,Game hay nhưng mà xếp team như cc(Quá thất vọng),2025-07-09 05:29:08,1.58.1.2,0,1,Lien Quan Mobile,game hay nhưng mà xếp team như ccquá thất vọng,game hay nhưng_mà xếp team như ccquá thất_vọng,Negative,other
Phúc Phạm,5,tuyệt vời,2025-07-09 05:28:58,1.58.1.2,0,0,Lien Quan Mobile,tuyệt vời,tuyệt_vời,Positive,none
Đoan Nguyễn,5,quá hay,2025-07-09 05:28:31,1.58.1.2,0,0,Lien Quan Mobile,quá hay,quá hay,Positive,none
Ngọc Như Nguyễn,5,10 điem,2025-07-09 05:28:18,1.58.1.2,0,0,Lien Quan Mobile,điem,điem,Positive,none
Diep Nguyen,5,ok,2025-07-09 05:28:11,1.59.1.5,0,0,Lien Quan Mobile,ok,ok,Positive,none
Trần Hưng Nguyễn,4,game hay và độc,2025-07-09 05:28:03,1.58.1.2,0,0,Lien Quan Mobile,game hay và độc,game hay và độc,Positive,none
Hoàng kỳ Lê,1,game đồ hoạ lỏ hay gặp hack phá game,2025-07-09 05:27:51,1.58.1.2,0,1,Lien Quan Mobile,game đồ hoạ lỏ hay gặp hack phá game,game đồ họa lỏ hay gặp hack phá game,Negative,"hack, toxic"
Hằng Minh,2,Mùa mới chơi kh thích khó chịu vô cùng,2025-07-09 05:27:47,1.59.1.5,0,1,Lien Quan Mobile,mùa mới chơi kh thích khó chịu vô cùng,mùa mới chơi kh_thích khó_chịu vô_cùng,Negative,other
Ace,3,game xếp team như cak,2025-07-09 05:27:47,1.58.1.2,0,0,Lien Quan Mobile,game xếp team như cak,game xếp team như cak,Neutral,none
Trương Đại Dương,1,gôn lềm,2025-07-09 05:27:42,1.58.1.2,0,1,Lien Quan Mobile,gôn lềm,gôn lềm,Negative,other
hung bao,1,Đề nghị garena Fix lỗi trận ảo: Bị trừ uy tín trừ gank taem chửi mình nói lại cấm chat( Thật thất vọng về ad game),2025-07-09 05:27:26,1.59.1.5,8,1,Lien Quan Mobile,đề nghị garena fix lỗi trận ảo bị trừ uy tín trừ gank taem chửi mình nói lại cấm chat thật thất vọng về ad game,đề_nghị garena fix lỗi trận ảo bị trừ uy_tín_trừ gank_taem chửi mình nói lại cấm chat thật thất_vọng về ad game,Negative,"bug, matchmaking, toxic"
Lai nong,1,Garena liên quân nên xem xét lại về cách trừ uy tín người chơi game đôi khi đang trong trận lỡ đi vệ sinh tí thì bị trừ uy tín rất nhiều cư thế mà trừ uy tín xuống đến tận 60 rồi cày ỉa ra quần mãi không lên được uy tín đủ để đấu hạng nghĩ mà muốn gỡ luôn ứng dụng liên quân rồi yêu cầu Garena liên quân xem xét lại và còn một ý kiến nữa tôi thấy Garena nên chỉnh sửa lại tất dung lượng của các trang phục sự kiện mẹ cập nhật phát vào mất hết giờ tại lại trang phục trong trận 900 mới MB chiết dở ưa,2025-07-09 05:27:03,1.59.1.5,0,1,Lien Quan Mobile,garena liên quân nên xem xét lại về cách trừ uy tín người chơi game đôi khi đang trong trận lỡ đi vệ sinh tí thì bị trừ uy tín rất nhiều cư thế mà trừ uy tín xuống đến tận rồi cày ỉa ra quần mãi không lên được uy tín đủ để đấu hạng nghĩ mà muốn gỡ luôn ứng dụng liên quân rồi yêu cầu garena liên quân xem xét lại và còn một ý kiến nữa tôi thấy garena nên chỉnh sửa lại tất dung lượng của các trang phục sự kiện mẹ cập nhật phát vào mất hết giờ tại lại trang phục trong trận mới mb chiết dở ưa,garena liên_quân nên xem_xét lại về cách trừ uy_tín người chơi game đôi_khi đang trong trận lỡ đi vệ_sinh tí thì bị trừ uy_tín rất nhiều cư_thế mà trừ uy_tín xuống đến tận rồi cày ỉa ra quần mãi không lên được uy_tín đủ để đấu hạng nghĩ mà muốn gỡ luôn ứng_dụng liên_quân rồi yêu_cầu garena liên_quân xem_xét lại và còn một ý_kiến nữa tôi thấy garena nên chỉnh_sửa lại tất_dung_lượng của các trang_phục sự_kiện mẹ cập_nhật phát vào mất hết giờ tại lại trang_phục trong trận mới mb chiết dở_ưa,Negative,"matchmaking, update"
Mai Trần,4,nên khắc phục lại lỗi game chs thua mà tôi đc mvp và làm rất tốt!nhưng vẫn bi -1 sao??,2025-07-09 05:26:40,1.58.1.2,0,0,Lien Quan Mobile,nên khắc phục lại lỗi game chs thua mà tôi đc mvp và làm rất tốtnhưng vẫn bi sao,nên khắc_phục lại lỗi game chs_thua mà tôi đc mvp và làm rất tốtnhưng vẫn bi_sao,Positive,bug
Ngọc BaBy,1,game thì buff bẩn rồi bán ACC hack map gặp ghép trận cao thủ ghép trúng Kim cương bạch kim .. cmt chửi trong trận đấu tố cáo thì lại không khoá hoặc cấm chat giống lúc đầu .. riết rồi kỹ năng không thắng nổi kẻ bán ACC hack rồi buff bẩn game thủ còn bó tay huống chi tụi tui 🙃,2025-07-09 05:26:26,1.59.1.5,308,1,Lien Quan Mobile,game thì buff bẩn rồi bán acc hack map gặp ghép trận cao thủ ghép trúng kim cương bạch kim cmt chửi trong trận đấu tố cáo thì lại không khoá hoặc cấm chat giống lúc đầu riết rồi kỹ năng không thắng nổi kẻ bán acc hack rồi buff bẩn game thủ còn bó tay huống chi tụi tui 🙃,game thì buff bẩn rồi bán acc hack map gặp ghép trận cao_thủ ghép trúng kim_cương bạch_kim cmt chửi trong trận đấu tố_cáo thì lại không khóa hoặc cấm chat giống lúc đầu riết rồi kỹ_năng không thắng nổi kẻ bán acc hack rồi buff bẩn game_thủ còn bó_tay huống_chi tụi tui 🙃,Negative,"hack, matchmaking, toxic"
Vũ Dương Anh Vũ,5,liên quân rất hay,2025-07-09 05:26:21,1.59.1.5,0,0,Lien Quan Mobile,liên quân rất hay,liên_quân rất hay,Positive,none
Ming Ha,5,chơi rất hay,2025-07-09 05:25:58,1.58.1.2,0,0,Lien Quan Mobile,chơi rất hay,chơi rất hay,Positive,none
Bình Bùi,5,ok,2025-07-09 05:25:48,1.58.1.2,1,0,Lien Quan Mobile,ok,ok,Positive,none
Bloghieu,1,gặp hack map mà tố cáo không được không hiểu kiểu gì,2025-07-09 05:25:10,1.58.1.2,0,1,Lien Quan Mobile,gặp hack map mà tố cáo không được không hiểu kiểu gì,gặp hack map mà tố_cáo không được không hiểu kiểu gì,Negative,"hack, toxic"
Tuyết Hoa Võ Thi,3,chs vui mà trẻ trâu nhiều quá với lại còn free skin 3s nữa nên chs mà khó chịu lắm luôn á,2025-07-09 05:25:09,1.59.1.5,0,0,Lien Quan Mobile,chs vui mà trẻ trâu nhiều quá với lại còn free skin s nữa nên chs mà khó chịu lắm luôn á,chs vui mà trẻ trâu nhiều quá với_lại còn free skin s nữa nên chs mà khó_chịu lắm luôn á,Neutral,toxic
Thị Hương Xin,5,mong ah garena tặng em vanhell sss,2025-07-09 05:25:00,1.59.1.5,0,0,Lien Quan Mobile,mong ah garena tặng em vanhell sss,mong ah garena tặng em vanhell sss,Positive,none
Hoàng Phúc,1,toàn gặp trẻ trâu,2025-07-09 05:24:54,1.58.1.2,0,1,Lien Quan Mobile,toàn gặp trẻ trâu,toàn gặp trẻ trâu,Negative,toxic
Mùi Công,5,I Love Garena:33,2025-07-09 05:24:27,1.58.1.2,0,0,Lien Quan Mobile,i love garena,i love garena,Positive,none
Lê Phương Trân Phan,5,"Game hay, nhưng mà cũng nhiều trẻ trâu toxic",2025-07-09 05:24:19,1.58.1.2,0,0,Lien Quan Mobile,game hay nhưng mà cũng nhiều trẻ trâu toxic,game hay nhưng_mà cũng nhiều trẻ trâu toxic,Positive,toxic
Bảo Khanh Trần,4,"chơi cạnh tranh khá cuốn, thành phần toxic hơi nhiều, chế độ ghép trận bị lệch rank quá",2025-07-09 05:24:15,1.59.1.5,1,0,Lien Quan Mobile,chơi cạnh tranh khá cuốn thành phần toxic hơi nhiều chế độ ghép trận bị lệch rank quá,chơi cạnh_tranh khá cuốn thành_phần toxic_hơi nhiều chế_độ ghép trận bị lệch rank quá,Positive,"matchmaking, toxic"
Kiet Sung,4,nâng cấp ít thôi tập trung nâng spf đi cho các dòng đt tầng Trung lên đc 120 spf nâng cấp nhiều game nặng có nhiều người bỏ đấy GM à,2025-07-09 05:24:08,1.58.1.2,0,0,Lien Quan Mobile,nâng cấp ít thôi tập trung nâng spf đi cho các dòng đt tầng trung lên đc spf nâng cấp nhiều game nặng có nhiều người bỏ đấy gm à,nâng_cấp ít thôi tập_trung nâng spf đi cho các dòng đt tầng trung lên đc spf nâng_cấp nhiều game nặng có nhiều người bỏ đấy gm à,Positive,"performance, update"
Thị Hạnh Phạm,5,hay ạ,2025-07-09 05:24:00,1.59.1.5,0,0,Lien Quan Mobile,hay ạ,hay ạ,Positive,none
Hải yến Phạm,5,Đề nghị gà khum phá otp sin và dextra của toi,2025-07-09 05:23:56,1.58.1.2,0,0,Lien Quan Mobile,đề nghị gà khum phá otp sin và dextra của toi,đề_nghị gà khum phá otp_sin và dextra của toi,Positive,none
Trọng Sang Trần,1,hút máu vc,2025-07-09 05:23:53,1.58.1.2,0,1,Lien Quan Mobile,hút máu vc,hút máu vc,Negative,other
DYH Vlog,1,"Ghép trận chênh lệch,mỗi khi giao tranh thì bị đơ máy chết xong bị tố cáo treo máy trừ uy tín",2025-07-09 05:23:46,1.58.1.2,0,1,Lien Quan Mobile,ghép trận chênh lệchmỗi khi giao tranh thì bị đơ máy chết xong bị tố cáo treo máy trừ uy tín,ghép trận chênh_lệchmỗi khi giao_tranh thì bị đơ máy chết xong bị tố_cáo treo máy_trừ uy_tín,Negative,"bug, matchmaking, toxic"
Meow Meow,1,game l còn SV,2025-07-09 05:23:45,1.59.1.5,0,1,Lien Quan Mobile,game l còn sv,game l còn sv,Negative,other
Hường Phạm,1,như hạch,2025-07-09 05:23:44,1.58.1.2,0,1,Lien Quan Mobile,như hạch,như hạch,Negative,other
Vu ha Phung thanh,5,Toàn lũ hack máp,2025-07-09 05:23:40,1.58.1.2,0,0,Lien Quan Mobile,toàn lũ hack máp,toàn lũ hack máp,Positive,hack
hung hoang,5,hay nhưng cần free thêm skin cho dân cày chay,2025-07-09 05:23:38,1.58.1.2,0,0,Lien Quan Mobile,hay nhưng cần free thêm skin cho dân cày chay,hay nhưng cần free thêm skin cho dân cày chay,Positive,none
Hà Nguyễn,5,hay,2025-07-09 05:23:22,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Tiệp Phan,5,Hài lòng,2025-07-09 05:23:18,1.58.1.2,0,0,Lien Quan Mobile,hài lòng,hài_lòng,Positive,none
Duy Nguyễn,2,ghép trận không công bằng,2025-07-09 05:23:06,1.58.1.2,0,1,Lien Quan Mobile,ghép trận không công bằng,ghép trận không công_bằng,Negative,matchmaking
ユイフイン,4,tốt mà còn nhiều thứ cần fix lại,2025-07-09 05:23:03,1.58.1.2,0,0,Lien Quan Mobile,tốt mà còn nhiều thứ cần fix lại,tốt mà_còn nhiều thứ cần fix lại,Positive,none
Khoa Le,1,Phá game nhiều vc,2025-07-09 05:22:58,1.58.1.2,0,1,Lien Quan Mobile,phá game nhiều vc,phá game nhiều vc,Negative,toxic
Thư Anh,5,hay,2025-07-09 05:22:55,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Phương Trần Thanh,4,Theo lq 5 năm hơn r nhưng chưa đánh giá :) game rất hay vui nhưng khá nhiều dung lượng.,2025-07-09 05:22:53,1.58.1.2,0,0,Lien Quan Mobile,theo lq năm hơn r nhưng chưa đánh giá game rất hay vui nhưng khá nhiều dung lượng,theo lq năm hơn r nhưng chưa đánh_giá game rất hay vui nhưng khá nhiều dung_lượng,Positive,update
Thục U Nguyễn,5,"Đồ hoạ đẹp,hoạt hoạ chuyển động đều tốt,game đề cao phúc lợi cho skin free cho dân cày chay.",2025-07-09 05:22:53,1.59.1.5,4,0,Lien Quan Mobile,đồ hoạ đẹphoạt hoạ chuyển động đều tốtgame đề cao phúc lợi cho skin free cho dân cày chay,đồ họa đẹphoạt họa chuyển_động đều tốtgame đề_cao phúc_lợi cho skin free cho dân cày chay,Positive,none
Mơ Phạm,1,cập nhập lag Vai,2025-07-09 05:22:47,1.59.1.5,0,1,Lien Quan Mobile,cập nhập lag vai,cập nhập lag vai,Negative,"lag, performance"
phap nguyen,1,game rác,2025-07-09 05:22:37,1.59.1.5,0,1,Lien Quan Mobile,game rác,game rác,Negative,trash
Nguyen Quan,3,toàn trẻ trâu ko,2025-07-09 05:22:22,1.58.1.2,0,0,Lien Quan Mobile,toàn trẻ trâu ko,toàn trẻ trâu ko,Neutral,toxic
Thi kim chi Dao,5,Game rất hay,2025-07-09 05:22:16,1.58.1.2,0,0,Lien Quan Mobile,game rất hay,game rất hay,Positive,none
Tr_dang,1,trải nghiệm gem hay nhưng tôi vẫn đánh giá tệ,2025-07-09 05:22:11,1.58.1.2,0,1,Lien Quan Mobile,trải nghiệm gem hay nhưng tôi vẫn đánh giá tệ,trải_nghiệm gem hay nhưng tôi vẫn đánh_giá tệ,Negative,trash
Nam Đình,5,Best flo id BòĐiRừng,2025-07-09 05:22:05,1.58.1.2,0,0,Lien Quan Mobile,best flo id bòđirừng,best flo id bòđirừng,Positive,none
Duong Nguyen,5,lỗi ko có đăng nhập garena,2025-07-09 05:21:46,1.59.1.5,0,0,Lien Quan Mobile,lỗi ko có đăng nhập garena,lỗi ko có đăng_nhập garena,Positive,bug
Minh Nguyệt,4,lâu lâu lag mà lag toàn 200+ ping ko,2025-07-09 05:21:45,1.58.1.2,0,0,Lien Quan Mobile,lâu lâu lag mà lag toàn ping ko,lâu_lâu lag mà lag toàn ping ko,Positive,"lag, performance"
Thom Nguyen,3,game tuổi thơ nhg lqu cứ tự động tải mặc dù dừng làm máy t cùi hết dl :c,2025-07-09 05:21:21,1.58.1.2,0,0,Lien Quan Mobile,game tuổi thơ nhg lqu cứ tự động tải mặc dù dừng làm máy t cùi hết dl c,game tuổi_thơ nhg_lqu cứ tự_động tải mặc_dù dừng làm máy t cùi hết dl c,Neutral,none
To Ngoc,5,hay lắm mn nên tải nha,2025-07-09 05:21:06,1.59.1.5,0,0,Lien Quan Mobile,hay lắm mn nên tải nha,hay lắm mn nên tải nha,Positive,none
Kiều Giang,4,game hay nhưng hè phá game hơi nhiều,2025-07-09 05:20:43,1.58.1.2,0,0,Lien Quan Mobile,game hay nhưng hè phá game hơi nhiều,game hay nhưng hè phá game hơi nhiều,Positive,toxic
Thường Nguyễn mạnh,5,game hay combat cuốn skin đẹp,2025-07-09 05:20:42,1.58.1.2,0,0,Lien Quan Mobile,game hay combat cuốn skin đẹp,game hay combat cuốn skin đẹp,Positive,none
thanh phan,1,"game rác, 4 đánh 5, 1afk mà trừ điển chịu.",2025-07-09 05:20:36,1.59.1.5,0,1,Lien Quan Mobile,game rác đánh afk mà trừ điển chịu,game rác đánh afk mà trừ_điển chịu,Negative,"toxic, trash"
Thị Nga Hồ,5,"hayy, giải trí nữa. mn nên tải nheee",2025-07-09 05:20:33,1.58.1.2,0,0,Lien Quan Mobile,hayy giải trí nữa mn nên tải nheee,hayy giải_trí nữa mn nên tải nheee,Positive,none
OrangeCam,4,Mình không hiểu sao toàn cho vào team đỏ,2025-07-09 05:20:33,1.59.1.5,2,0,Lien Quan Mobile,mình không hiểu sao toàn cho vào team đỏ,mình không hiểu sao toàn cho vào team đỏ,Positive,none
Lan Hoang,5,rất hay và mượt,2025-07-09 05:20:26,1.59.1.5,0,0,Lien Quan Mobile,rất hay và mượt,rất hay và mượt,Positive,none
Lâm Nguyễn,5,Trải nhiệm tốt sau bảo cập nhật 5* không nói nhiều,2025-07-09 05:20:19,1.58.1.2,0,0,Lien Quan Mobile,trải nhiệm tốt sau bảo cập nhật không nói nhiều,trải_nhiệm tốt sau bảo cập_nhật không nói nhiều,Positive,update
Tình Phùng Văn,4,game hay,2025-07-09 05:20:15,1.58.1.2,0,0,Lien Quan Mobile,game hay,game hay,Positive,none
Tgdd Tgđ,4,game rất hay nha nhưng có điều enzo hay bị xích vào lính mong garena làm lại,2025-07-09 05:19:17,1.58.1.2,0,0,Lien Quan Mobile,game rất hay nha nhưng có điều enzo hay bị xích vào lính mong garena làm lại,game rất hay nha nhưng có_điều enzo hay bị xích vào lính mong_garena làm lại,Positive,none
aanh lee,5,cho nhiều skin việt Nam là tốt và cảm ơn gà cho quân hủy,2025-07-09 05:18:59,1.58.1.2,0,0,Lien Quan Mobile,cho nhiều skin việt nam là tốt và cảm ơn gà cho quân hủy,cho nhiều skin việt_nam là tốt và cảm_ơn gà cho quân hủy,Positive,none
Đào Trà,5,Bao giờ ít hút máu = 5 sao,2025-07-09 05:18:57,1.58.1.2,0,0,Lien Quan Mobile,bao giờ ít hút máu sao,bao_giờ ít hút máu sao,Positive,none
Chương Ngọc,5,lỗi ko vào game được,2025-07-09 05:18:48,1.58.1.2,0,0,Lien Quan Mobile,lỗi ko vào game được,lỗi ko vào game được,Positive,bug
Thành Long Nguyễn,5,lq là số 1,2025-07-09 05:18:37,1.59.1.5,0,0,Lien Quan Mobile,lq là số,lq là số,Positive,none
Hưng,5,hay,2025-07-09 05:18:27,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Thành Đô,3,game bào tiền thì vl,2025-07-09 05:18:16,1.58.1.2,0,0,Lien Quan Mobile,game bào tiền thì vl,game bào tiền thì vl,Neutral,price
Tuấn Lo,2,tại sao không Mở chế độ giải trí đấu nhân bản,2025-07-09 05:18:06,1.58.1.2,0,1,Lien Quan Mobile,tại sao không mở chế độ giải trí đấu nhân bản,tại_sao không mở chế_độ giải_trí đấu_nhân bản,Negative,other
